target,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
145,2,0,6,14,0,3,1,1,0.9,0.8182,0.37,0.2537
152,2,0,6,15,0,3,1,1,0.9,0.8333,0.39,0.2985
266,2,0,6,16,0,3,1,1,0.86,0.803,0.47,0.2985
486,2,0,6,17,0,3,1,1,0.86,0.803,0.47,0.2985
309,2,0,6,18,0,3,1,3,0.82,0.7879,0.56,0.3881
264,2,0,6,19,0,3,1,2,0.74,0.7121,0.79,0.1642
256,2,0,6,20,0,3,1,2,0.74,0.7121,0.79,0.2537
190,2,0,6,21,0,3,1,1,0.74,0.697,0.7,0.2836
129,2,0,6,22,0,3,1,1,0.74,0.697,0.66,0.1343
69,2,0,6,23,0,3,1,1,0.74,0.6667,0.51,0.1642
42,2,0,6,0,0,4,1,1,0.74,0.6515,0.4,0.3582
15,2,0,6,1,0,4,1,1,0.72,0.6515,0.38,0.1045
6,2,0,6,2,0,4,1,1,0.7,0.6364,0.39,0
4,2,0,6,3,0,4,1,1,0.66,0.6212,0.44,0.1045
3,2,0,6,4,0,4,1,1,0.66,0.6212,0.41,0.194
31,2,0,6,5,0,4,1,1,0.66,0.6212,0.39,0.2239
113,2,0,6,6,0,4,1,1,0.66,0.6212,0.39,0.1343
304,2,0,6,7,0,4,1,1,0.7,0.6364,0.34,0.2537
467,2,0,6,8,0,4,1,1,0.7,0.6364,0.32,0.2985
225,2,0,6,9,0,4,1,1,0.72,0.6364,0.26,0.3582
139,2,0,6,10,0,4,1,1,0.72,0.6515,0.28,0.4925
165,2,0,6,11,0,4,1,1,0.74,0.6515,0.28,0.3881
232,2,0,6,12,0,4,1,1,0.76,0.6667,0.25,0.4627
203,2,0,6,13,0,4,1,1,0.8,0.6818,0.24,0.3582
185,2,0,6,14,0,4,1,1,0.78,0.6667,0.24,0.3284
188,2,0,6,15,0,4,1,1,0.8,0.6818,0.21,0.3881
318,2,0,6,16,0,4,1,1,0.8,0.6818,0.22,0.4925
572,2,0,6,17,0,4,1,1,0.76,0.6515,0.2,0.5224
525,2,0,6,18,0,4,1,1,0.74,0.6515,0.22,0.3881
379,2,0,6,19,0,4,1,1,0.72,0.6364,0.23,0.2985
337,2,0,6,20,0,4,1,1,0.7,0.6364,0.24,0.194
248,2,0,6,21,0,4,1,1,0.66,0.6212,0.31,0.194
155,2,0,6,22,0,4,1,1,0.64,0.6212,0.33,0.2537
112,2,0,6,23,0,4,1,1,0.62,0.6212,0.35,0.2239
68,2,0,6,0,0,5,1,1,0.62,0.6212,0.38,0.2836
22,2,0,6,1,0,5,1,1,0.6,0.6212,0.38,0.3582
12,2,0,6,2,0,5,1,1,0.56,0.5303,0.43,0.2239
5,2,0,6,3,0,5,1,1,0.54,0.5152,0.49,0.2239
6,2,0,6,4,0,5,1,1,0.52,0.5,0.48,0.3284
28,2,0,6,5,0,5,1,1,0.52,0.5,0.48,0.3582
106,2,0,6,6,0,5,1,1,0.54,0.5152,0.45,0.2985
277,2,0,6,7,0,5,1,1,0.54,0.5152,0.45,0.2537
502,2,0,6,8,0,5,1,2,0.56,0.5303,0.43,0.3284
230,2,0,6,9,0,5,1,1,0.58,0.5455,0.4,0.1642
161,2,0,6,10,0,5,1,1,0.62,0.6212,0.33,0.2537
192,2,0,6,11,0,5,1,1,0.64,0.6212,0.31,0.3284
259,2,0,6,12,0,5,1,1,0.66,0.6212,0.27,0.2836
248,2,0,6,13,0,5,1,1,0.68,0.6212,0.26,0.2537
240,2,0,6,14,0,5,1,1,0.7,0.6364,0.28,0.2836
212,2,0,6,15,0,5,1,1,0.7,0.6364,0.28,0.2836
349,2,0,6,16,0,5,1,1,0.72,0.6364,0.26,0.3284
558,2,0,6,17,0,5,1,1,0.72,0.6364,0.25,0.2836
564,2,0,6,18,0,5,1,1,0.7,0.6364,0.24,0.2985
391,2,0,6,19,0,5,1,1,0.68,0.6212,0.26,0.2836
293,2,0,6,20,0,5,1,1,0.64,0.6212,0.29,0.1642
247,2,0,6,21,0,5,1,1,0.64,0.6212,0.29,0.1045
171,2,0,6,22,0,5,1,1,0.62,0.6212,0.35,0
171,2,0,6,23,0,5,1,1,0.58,0.5455,0.46,0.1045
93,2,0,6,0,0,6,0,1,0.56,0.5303,0.52,0
94,2,0,6,1,0,6,0,1,0.54,0.5152,0.64,0.1045
59,2,0,6,2,0,6,0,1,0.54,0.5152,0.56,0.194
18,2,0,6,3,0,6,0,1,0.52,0.5,0.59,0.1045
15,2,0,6,4,0,6,0,1,0.52,0.5,0.59,0.0896
8,2,0,6,5,0,6,0,1,0.5,0.4848,0.64,0
28,2,0,6,6,0,6,0,1,0.54,0.5152,0.6,0
87,2,0,6,7,0,6,0,1,0.56,0.5303,0.56,0
125,2,0,6,8,0,6,0,1,0.6,0.6212,0.46,0.0896
224,2,0,6,9,0,6,0,1,0.62,0.6212,0.43,0.1343
317,2,0,6,10,0,6,0,1,0.64,0.6212,0.38,0.1045
369,2,0,6,11,0,6,0,1,0.66,0.6212,0.36,0.1343
420,2,0,6,12,0,6,0,1,0.7,0.6364,0.32,0.1642
456,2,0,6,13,0,6,0,1,0.74,0.6515,0.28,0.1343
451,2,0,6,14,0,6,0,1,0.74,0.6515,0.33,0.2239
404,2,0,6,15,0,6,0,2,0.74,0.6515,0.27,0.4179
440,2,0,6,16,0,6,0,2,0.72,0.6515,0.3,0.1343
344,2,0,6,17,0,6,0,2,0.72,0.6515,0.34,0.2537
341,2,0,6,18,0,6,0,2,0.74,0.6515,0.3,0.1642
285,2,0,6,19,0,6,0,2,0.7,0.6364,0.39,0.0896
239,2,0,6,20,0,6,0,2,0.7,0.6515,0.48,0.0896
185,2,0,6,21,0,6,0,2,0.66,0.6212,0.47,0.1045
190,2,0,6,22,0,6,0,1,0.64,0.6212,0.57,0.2239
150,2,0,6,23,0,6,0,2,0.64,0.6212,0.57,0
113,2,0,6,0,0,0,0,1,0.64,0.6212,0.57,0.0896
96,2,0,6,1,0,0,0,2,0.64,0.6212,0.61,0.1642
64,2,0,6,2,0,0,0,2,0.64,0.6212,0.61,0.1642
47,2,0,6,3,0,0,0,2,0.62,0.6061,0.65,0.1642
12,2,0,6,4,0,0,0,2,0.62,0.6061,0.65,0.1642
6,2,0,6,5,0,0,0,2,0.62,0.6061,0.61,0.1343
21,2,0,6,6,0,0,0,2,0.62,0.6061,0.61,0.1045
27,2,0,6,7,0,0,0,2,0.6,0.5909,0.73,0.2537
98,2,0,6,8,0,0,0,2,0.6,0.5909,0.73,0.2537
164,2,0,6,9,0,0,0,2,0.6,0.5758,0.78,0.194
251,2,0,6,10,0,0,0,2,0.62,0.5909,0.73,0.0896
335,2,0,6,11,0,0,0,2,0.64,0.6061,0.69,0.1045
335,2,0,6,12,0,0,0,2,0.64,0.6061,0.69,0.1045
367,2,0,6,13,0,0,0,1,0.66,0.6212,0.65,0.1045
385,2,0,6,14,0,0,0,1,0.7,0.6515,0.58,0.1642
417,2,0,6,15,0,0,0,1,0.7,0.6515,0.54,0
398,2,0,6,16,0,0,0,1,0.72,0.6667,0.51,0.0896
390,2,0,6,17,0,0,0,1,0.74,0.6667,0.51,0
363,2,0,6,18,0,0,0,1,0.7,0.6515,0.58,0.1045
357,2,0,6,19,0,0,0,1,0.68,0.6364,0.65,0.1642
279,2,0,6,20,0,0,0,1,0.66,0.6212,0.69,0.194
165,2,0,6,21,0,0,0,1,0.64,0.6061,0.73,0.1642
130,2,0,6,22,0,0,0,1,0.64,0.5909,0.78,0.2239
86,2,0,6,23,0,0,0,1,0.62,0.5909,0.78,0.1343
29,2,0,6,0,0,1,1,1,0.62,0.5909,0.78,0.1343
14,2,0,6,1,0,1,1,1,0.6,0.5606,0.83,0.1343
8,2,0,6,2,0,1,1,1,0.58,0.5455,0.88,0.1045
5,2,0,6,3,0,1,1,1,0.58,0.5455,0.88,0
8,2,0,6,4,0,1,1,1,0.56,0.5303,0.94,0.1045
31,2,0,6,5,0,1,1,1,0.56,0.5303,0.88,0.0896
112,2,0,6,6,0,1,1,1,0.58,0.5455,0.88,0
299,2,0,6,7,0,1,1,1,0.62,0.5909,0.78,0.1045
438,2,0,6,8,0,1,1,1,0.64,0.6061,0.73,0.0896
188,2,0,6,9,0,1,1,1,0.7,0.6515,0.58,0.1642
95,2,0,6,10,0,1,1,1,0.72,0.6667,0.51,0.2239
111,2,0,6,11,0,1,1,1,0.74,0.6667,0.42,0.1343
153,2,0,6,12,0,1,1,1,0.76,0.6667,0.37,0.1642
180,2,0,6,13,0,1,1,1,0.78,0.6818,0.35,0
145,2,0,6,14,0,1,1,1,0.78,0.6818,0.31,0.1343
165,2,0,6,15,0,1,1,1,0.8,0.697,0.29,0.194
267,2,0,6,16,0,1,1,1,0.76,0.6667,0.33,0.1343
579,2,0,6,17,0,1,1,1,0.78,0.6818,0.33,0.2836
556,2,0,6,18,0,1,1,1,0.76,0.6667,0.31,0.1343
407,2,0,6,19,0,1,1,1,0.72,0.6667,0.54,0.194
336,2,0,6,20,0,1,1,1,0.68,0.6364,0.61,0.1343
189,2,0,6,21,0,1,1,1,0.66,0.6212,0.57,0.0896
173,2,0,6,22,0,1,1,1,0.66,0.6212,0.61,0.0896
60,2,0,6,23,0,1,1,1,0.64,0.6061,0.69,0.0896
20,2,0,6,0,0,2,1,1,0.64,0.6061,0.65,0.0896
4,2,0,6,1,0,2,1,1,0.62,0.6061,0.69,0.1343
5,2,0,6,2,0,2,1,1,0.6,0.5909,0.73,0.0896
2,2,0,6,3,0,2,1,1,0.6,0.5909,0.73,0.0896
5,2,0,6,4,0,2,1,1,0.58,0.5455,0.83,0.1343
32,2,0,6,5,0,2,1,1,0.58,0.5455,0.88,0.1642
126,2,0,6,6,0,2,1,1,0.6,0.5758,0.78,0.1343
334,2,0,6,7,0,2,1,2,0.64,0.6061,0.69,0.194
477,2,0,6,8,0,2,1,2,0.68,0.6364,0.61,0.1343
217,2,0,6,9,0,2,1,2,0.72,0.6667,0.58,0.2239
123,2,0,6,10,0,2,1,2,0.76,0.6818,0.48,0.194
151,2,0,6,11,0,2,1,2,0.76,0.697,0.52,0.2537
183,2,0,6,12,0,2,1,2,0.8,0.7273,0.46,0.2836
196,2,0,6,13,0,2,1,2,0.8,0.7273,0.43,0.2537
146,2,0,6,14,0,2,1,2,0.8,0.7273,0.43,0.2836
183,2,0,6,15,0,2,1,2,0.82,0.7424,0.41,0.3284
308,2,0,6,16,0,2,1,1,0.8,0.7121,0.38,0.2239
539,2,0,6,17,0,2,1,1,0.8,0.7273,0.43,0.2537
551,2,0,6,18,0,2,1,1,0.78,0.697,0.46,0.2836
424,2,0,6,19,0,2,1,1,0.76,0.6818,0.48,0.2537
346,2,0,6,20,0,2,1,1,0.74,0.6818,0.56,0.1343
218,2,0,6,21,0,2,1,1,0.72,0.6818,0.7,0.1343
153,2,0,6,22,0,2,1,1,0.7,0.6515,0.65,0.1343
90,2,0,6,23,0,2,1,1,0.68,0.6364,0.79,0.1045
41,2,0,6,0,0,3,1,1,0.66,0.5909,0.89,0.1343
23,2,0,6,1,0,3,1,1,0.66,0.6061,0.78,0
7,2,0,6,2,0,3,1,1,0.64,0.5758,0.89,0.0896
3,2,0,6,3,0,3,1,1,0.64,0.5758,0.89,0.0896
6,2,0,6,4,0,3,1,1,0.62,0.5758,0.83,0
21,2,0,6,5,0,3,1,1,0.62,0.5606,0.88,0
116,2,0,6,6,0,3,1,1,0.64,0.5758,0.89,0.1343
353,2,0,6,7,0,3,1,1,0.66,0.6212,0.74,0.1045
481,2,0,6,8,0,3,1,1,0.76,0.7121,0.58,0.1642
202,2,0,6,9,0,3,1,1,0.76,0.7121,0.58,0.1642
90,2,0,6,10,0,3,1,1,0.82,0.7424,0.43,0.2239
134,2,0,6,11,0,3,1,1,0.84,0.7576,0.41,0.194
149,2,0,6,12,0,3,1,1,0.88,0.8182,0.42,0.1343
136,2,0,6,13,0,3,1,1,0.9,0.8485,0.42,0
155,2,0,6,14,0,3,1,1,0.92,0.8788,0.4,0.2537
128,2,0,6,15,0,3,1,1,0.92,0.8788,0.4,0.1642
233,2,0,6,16,0,3,1,1,0.92,0.8788,0.4,0.2239
506,2,0,6,17,0,3,1,1,0.92,0.8485,0.35,0.2239
459,2,0,6,18,0,3,1,1,0.9,0.8182,0.37,0.2239
384,2,0,6,19,0,3,1,1,0.82,0.803,0.59,0.1343
280,2,0,6,20,0,3,1,1,0.8,0.7879,0.63,0.1343
202,2,0,6,21,0,3,1,1,0.8,0.803,0.66,0.1343
176,2,0,6,22,0,3,1,1,0.76,0.7424,0.75,0.1642
116,2,0,6,23,0,3,1,1,0.76,0.7424,0.75,0.194
47,2,0,6,0,0,4,1,2,0.74,0.7121,0.79,0.1343
16,2,0,6,1,0,4,1,1,0.74,0.7121,0.79,0.1045
6,2,0,6,2,0,4,1,2,0.72,0.7121,0.84,0.1642
2,2,0,6,3,0,4,1,2,0.72,0.7121,0.84,0.1045
6,2,0,6,4,0,4,1,2,0.72,0.697,0.79,0.0896
20,2,0,6,5,0,4,1,2,0.7,0.6667,0.84,0
118,2,0,6,6,0,4,1,2,0.72,0.7121,0.84,0.0896
314,2,0,6,7,0,4,1,2,0.72,0.697,0.79,0.1343
432,2,0,6,8,0,4,1,2,0.76,0.7273,0.7,0.1045
168,2,0,6,9,0,4,1,1,0.84,0.7879,0.49,0
94,2,0,6,10,0,4,1,1,0.86,0.8182,0.5,0.2836
118,2,0,6,11,0,4,1,1,0.9,0.8485,0.42,0.2239
140,2,0,6,12,0,4,1,1,0.92,0.8485,0.35,0.194
136,2,0,6,13,0,4,1,1,0.9,0.8182,0.37,0.0896
118,2,0,6,14,0,4,1,1,0.92,0.8788,0.4,0.194
104,2,0,6,15,0,4,1,1,0.94,0.8333,0.31,0.1642
200,2,0,6,16,0,4,1,1,0.92,0.8333,0.33,0.1343
409,2,0,6,17,0,4,1,1,0.9,0.8182,0.37,0.2537
466,2,0,6,18,0,4,1,1,0.88,0.803,0.39,0.2836
326,2,0,6,19,0,4,1,2,0.84,0.7424,0.39,0.3284
254,2,0,6,20,0,4,1,2,0.8,0.7273,0.43,0.194
171,2,0,6,21,0,4,1,3,0.76,0.697,0.52,0
153,2,0,6,22,0,4,1,2,0.74,0.6818,0.58,0.1642
97,2,0,6,23,0,4,1,2,0.74,0.697,0.57,0.1642
69,2,0,6,0,0,5,1,3,0.7,0.6515,0.65,0.2239
23,2,0,6,1,0,5,1,3,0.7,0.6515,0.65,0.2239
13,2,0,6,2,0,5,1,1,0.68,0.6364,0.69,0.1642
6,2,0,6,3,0,5,1,1,0.68,0.6364,0.69,0.1642
4,2,0,6,4,0,5,1,1,0.66,0.6061,0.78,0.1642
28,2,0,6,5,0,5,1,1,0.66,0.6061,0.78,0.1642
104,2,0,6,6,0,5,1,1,0.66,0.6061,0.78,0.0896
267,2,0,6,7,0,5,1,1,0.72,0.6818,0.66,0.1045
452,2,0,6,8,0,5,1,1,0.74,0.6818,0.58,0.1343
213,2,0,6,9,0,5,1,1,0.76,0.697,0.55,0
111,2,0,6,10,0,5,1,1,0.78,0.7121,0.52,0
153,2,0,6,11,0,5,1,1,0.82,0.7576,0.46,0
207,2,0,6,12,0,5,1,1,0.84,0.7576,0.44,0.1343
189,2,0,6,13,0,5,1,1,0.84,0.7576,0.44,0.1045
165,2,0,6,14,0,5,1,1,0.86,0.7727,0.39,0
212,2,0,6,15,0,5,1,1,0.84,0.7576,0.44,0.1045
285,2,0,6,16,0,5,1,1,0.82,0.7879,0.56,0.2985
517,2,0,6,17,0,5,1,1,0.82,0.7727,0.52,0.2239
463,2,0,6,18,0,5,1,1,0.8,0.7727,0.59,0.2239
306,2,0,6,19,0,5,1,1,0.78,0.7424,0.59,0.194
250,2,0,6,20,0,5,1,1,0.76,0.7121,0.62,0.1045
218,2,0,6,21,0,5,1,1,0.76,0.7273,0.66,0.1343
185,2,0,6,22,0,5,1,1,0.72,0.697,0.74,0.2537
146,2,0,6,23,0,5,1,1,0.72,0.697,0.74,0.1642
117,2,0,6,0,0,6,0,1,0.7,0.6667,0.79,0.1343
77,2,0,6,1,0,6,0,1,0.7,0.6667,0.79,0.0896
60,2,0,6,2,0,6,0,1,0.7,0.6667,0.79,0.1045
28,2,0,6,3,0,6,0,1,0.68,0.6364,0.83,0.0896
13,2,0,6,4,0,6,0,1,0.68,0.6364,0.79,0.0896
16,2,0,6,5,0,6,0,1,0.68,0.6364,0.74,0.1343
40,2,0,6,6,0,6,0,1,0.7,0.6515,0.61,0.1343
68,2,0,6,7,0,6,0,1,0.72,0.6667,0.58,0.194
143,2,0,6,8,0,6,0,1,0.74,0.6818,0.58,0.194
230,2,0,6,9,0,6,0,1,0.74,0.6818,0.62,0.1343
264,2,0,6,10,0,6,0,1,0.74,0.6818,0.58,0.1642
325,2,0,6,11,0,6,0,1,0.76,0.7121,0.62,0.1343
347,2,0,6,12,0,6,0,1,0.8,0.7576,0.55,0.2239
387,2,0,6,13,0,6,0,1,0.8,0.7576,0.55,0.194
380,2,0,6,14,0,6,0,1,0.82,0.7727,0.49,0.1045
374,2,0,6,15,0,6,0,1,0.82,0.7727,0.49,0.1045
394,2,0,6,16,0,6,0,2,0.8,0.7273,0.46,0.194
337,2,0,6,17,0,6,0,2,0.74,0.6818,0.58,0.1642
286,2,0,6,18,0,6,0,2,0.72,0.6818,0.62,0.1343
264,2,0,6,19,0,6,0,1,0.7,0.6515,0.65,0.194
275,2,0,6,20,0,6,0,1,0.68,0.6364,0.74,0.2537
220,2,0,6,21,0,6,0,1,0.66,0.6212,0.74,0.2239
190,2,0,6,22,0,6,0,1,0.66,0.6061,0.78,0.2239
131,2,0,6,23,0,6,0,1,0.66,0.6212,0.74,0.1045
119,2,0,6,0,0,0,0,1,0.66,0.6061,0.78,0.2239
93,2,0,6,1,0,0,0,1,0.64,0.5758,0.83,0.1045
66,2,0,6,2,0,0,0,1,0.64,0.5758,0.89,0.2537
28,2,0,6,3,0,0,0,1,0.64,0.5758,0.89,0.2836
14,2,0,6,4,0,0,0,1,0.62,0.5606,0.88,0.1642
10,2,0,6,5,0,0,0,1,0.62,0.5606,0.88,0.2239
14,2,0,6,6,0,0,0,1,0.62,0.5606,0.88,0.1045
34,2,0,6,7,0,0,0,1,0.64,0.5909,0.78,0.1045
92,2,0,6,8,0,0,0,1,0.7,0.6667,0.74,0
182,2,0,6,9,0,0,0,1,0.72,0.6818,0.66,0
311,2,0,6,10,0,0,0,1,0.76,0.7121,0.58,0.0896
367,2,0,6,11,0,0,0,1,0.78,0.7273,0.55,0.1045
420,2,0,6,12,0,0,0,1,0.82,0.7576,0.46,0
373,2,0,6,13,0,0,0,1,0.78,0.7424,0.59,0.2836
315,2,0,6,14,0,0,0,1,0.82,0.7879,0.56,0.2537
360,2,0,6,15,0,0,0,1,0.8,0.7727,0.59,0.2985
350,2,0,6,16,0,0,0,3,0.68,0.6364,0.83,0.2836
252,2,0,6,17,0,0,0,3,0.68,0.6364,0.83,0.2836
256,2,0,6,18,0,0,0,1,0.7,0.6667,0.74,0.1642
223,2,0,6,19,0,0,0,1,0.7,0.6667,0.74,0.1045
206,2,0,6,20,0,0,0,1,0.66,0.6061,0.83,0.1642
140,2,0,6,21,0,0,0,1,0.66,0.6061,0.83,0.1045
128,2,0,6,22,0,0,0,1,0.64,0.5758,0.83,0.1343
107,2,0,6,23,0,0,0,1,0.64,0.5909,0.78,0.194
28,2,0,6,0,0,1,1,1,0.64,0.5909,0.78,0.1343
16,2,0,6,1,0,1,1,1,0.64,0.6061,0.73,0.2239
10,2,0,6,2,0,1,1,1,0.62,0.5909,0.73,0.2836
7,2,0,6,3,0,1,1,1,0.6,0.6061,0.6,0.4925
4,2,0,6,4,0,1,1,1,0.56,0.5303,0.64,0.2985
29,2,0,6,5,0,1,1,1,0.54,0.5152,0.64,0.3881
105,2,0,6,6,0,1,1,1,0.54,0.5152,0.64,0.4179
328,2,0,6,7,0,1,1,1,0.56,0.5303,0.56,0.3582
476,2,0,6,8,0,1,1,1,0.58,0.5455,0.49,0.4478
224,2,0,6,9,0,1,1,1,0.62,0.6212,0.46,0.3582
118,2,0,6,10,0,1,1,1,0.64,0.6212,0.41,0.3284
159,2,0,6,11,0,1,1,1,0.66,0.6212,0.41,0.2985
196,2,0,6,12,0,1,1,1,0.66,0.6212,0.41,0.2836
227,2,0,6,13,0,1,1,1,0.7,0.6364,0.37,0
200,2,0,6,14,0,1,1,1,0.7,0.6364,0.34,0.2537
185,2,0,6,15,0,1,1,1,0.7,0.6364,0.37,0.4478
326,2,0,6,16,0,1,1,1,0.7,0.6364,0.37,0.4179
601,2,0,6,17,0,1,1,1,0.7,0.6364,0.39,0.3284
586,2,0,6,18,0,1,1,1,0.7,0.6364,0.37,0.3582
423,2,0,6,19,0,1,1,1,0.66,0.6212,0.39,0.2836
331,2,0,6,20,0,1,1,1,0.64,0.6212,0.44,0.2537
218,2,0,6,21,0,1,1,1,0.64,0.6212,0.41,0.2537
134,2,0,6,22,0,1,1,1,0.62,0.6212,0.46,0.2239
89,2,0,6,23,0,1,1,1,0.62,0.6212,0.46,0.194
31,2,0,6,0,0,2,1,1,0.6,0.6212,0.49,0.194
13,2,0,6,1,0,2,1,1,0.6,0.6212,0.49,0.2537
10,2,0,6,2,0,2,1,1,0.6,0.6212,0.49,0.2836
2,2,0,6,3,0,2,1,1,0.58,0.5455,0.53,0.3284
3,2,0,6,4,0,2,1,1,0.54,0.5152,0.6,0.2537
26,2,0,6,5,0,2,1,1,0.54,0.5152,0.56,0.3284
113,2,0,6,6,0,2,1,1,0.54,0.5152,0.56,0.2985
365,2,0,6,7,0,2,1,1,0.56,0.5303,0.52,0.4179
486,2,0,6,8,0,2,1,1,0.58,0.5455,0.49,0.3881
193,2,0,6,9,0,2,1,1,0.62,0.6212,0.46,0.194
130,2,0,6,10,0,2,1,1,0.62,0.6212,0.46,0.2239
143,2,0,6,11,0,2,1,1,0.64,0.6212,0.41,0.2836
169,2,0,6,12,0,2,1,1,0.64,0.6212,0.41,0.3582
209,2,0,6,13,0,2,1,1,0.64,0.6212,0.44,0.2239
159,2,0,6,14,0,2,1,2,0.64,0.6212,0.47,0.194
178,2,0,6,15,0,2,1,1,0.64,0.6212,0.47,0.1642
330,2,0,6,16,0,2,1,1,0.68,0.6364,0.41,0.194
569,2,0,6,17,0,2,1,3,0.64,0.6212,0.5,0.2836
538,2,0,6,18,0,2,1,1,0.62,0.6212,0.51,0.3284
386,2,0,6,19,0,2,1,1,0.64,0.6212,0.5,0.3582
297,2,0,6,20,0,2,1,1,0.6,0.6212,0.56,0.1642
243,2,0,6,21,0,2,1,1,0.6,0.6212,0.56,0.2985
188,2,0,6,22,0,2,1,1,0.58,0.5455,0.6,0.2239
110,2,0,6,23,0,2,1,1,0.56,0.5303,0.68,0.2239
52,2,0,6,0,0,3,1,1,0.56,0.5303,0.64,0.3582
14,2,0,6,1,0,3,1,1,0.54,0.5152,0.64,0.2836
9,2,0,6,2,0,3,1,1,0.52,0.5,0.63,0.2239
1,2,0,6,3,0,3,1,1,0.5,0.4848,0.68,0.2537
4,2,0,6,4,0,3,1,1,0.5,0.4848,0.63,0.2836
21,2,0,6,5,0,3,1,1,0.48,0.4697,0.67,0.2836
121,2,0,6,6,0,3,1,1,0.5,0.4848,0.63,0.2537
370,2,0,6,7,0,3,1,1,0.54,0.5152,0.6,0.1343
498,2,0,6,8,0,3,1,1,0.58,0.5455,0.53,0.1343
207,2,0,6,9,0,3,1,1,0.6,0.6212,0.49,0
135,2,0,6,10,0,3,1,1,0.64,0.6212,0.47,0.1642
164,2,0,6,11,0,3,1,1,0.68,0.6364,0.36,0
211,2,0,6,12,0,3,1,1,0.7,0.6364,0.34,0.2239
189,2,0,6,13,0,3,1,1,0.74,0.6515,0.28,0.2836
178,2,0,6,14,0,3,1,1,0.74,0.6515,0.28,0
164,2,0,6,15,0,3,1,1,0.76,0.6667,0.27,0
312,2,0,6,16,0,3,1,1,0.76,0.6667,0.27,0.1343
638,2,0,6,17,0,3,1,1,0.74,0.6515,0.28,0.1045
607,2,0,6,18,0,3,1,1,0.72,0.6515,0.32,0.1343
416,2,0,6,19,0,3,1,1,0.7,0.6364,0.37,0.2836
330,2,0,6,20,0,3,1,1,0.66,0.6212,0.44,0.1642
257,2,0,6,21,0,3,1,1,0.64,0.6212,0.47,0.2239
175,2,0,6,22,0,3,1,1,0.62,0.6212,0.5,0.1045
107,2,0,6,23,0,3,1,1,0.62,0.6212,0.53,0
47,2,0,6,0,0,4,1,1,0.6,0.6212,0.56,0.1045
17,2,0,6,1,0,4,1,1,0.58,0.5455,0.6,0
5,2,0,6,2,0,4,1,1,0.6,0.6212,0.56,0.0896
4,2,0,6,3,0,4,1,2,0.56,0.5303,0.73,0.0896
6,2,0,6,4,0,4,1,2,0.56,0.5303,0.68,0.1045
25,2,0,6,5,0,4,1,1,0.6,0.6061,0.64,0.194
112,2,0,6,6,0,4,1,3,0.58,0.5455,0.73,0.1642
188,2,0,6,7,0,4,1,3,0.56,0.5303,0.78,0.1642
388,2,0,6,8,0,4,1,2,0.6,0.5909,0.69,0.1343
261,2,0,6,9,0,4,1,2,0.62,0.6061,0.65,0.194
121,2,0,6,10,0,4,1,2,0.66,0.6212,0.61,0.2537
150,2,0,6,11,0,4,1,2,0.68,0.6364,0.61,0.2985
206,2,0,6,12,0,4,1,1,0.72,0.6667,0.54,0.3881
151,2,0,6,13,0,4,1,2,0.72,0.6667,0.54,0.2537
153,2,0,6,14,0,4,1,2,0.72,0.6667,0.54,0.3284
159,2,0,6,15,0,4,1,2,0.7,0.6515,0.61,0.2985
294,2,0,6,16,0,4,1,3,0.66,0.6212,0.69,0.194
272,2,0,6,17,0,4,1,2,0.64,0.5909,0.78,0.1045
325,2,0,6,18,0,4,1,1,0.64,0.5758,0.83,0.2239
327,2,0,6,19,0,4,1,1,0.62,0.5758,0.83,0.2836
201,2,0,6,20,0,4,1,1,0.62,0.5758,0.83,0.3284
188,2,0,6,21,0,4,1,3,0.62,0.5758,0.83,0.2537
151,2,0,6,22,0,4,1,3,0.62,0.5758,0.83,0.2537
16,2,0,6,23,0,4,1,3,0.6,0.5606,0.83,0.2537
24,2,0,6,0,0,5,1,1,0.56,0.5303,0.88,0.0896
23,2,0,6,1,0,5,1,1,0.56,0.5303,0.94,0.1343
13,2,0,6,2,0,5,1,1,0.56,0.5303,0.94,0.1045
6,2,0,6,3,0,5,1,1,0.56,0.5303,0.94,0.1045
6,2,0,6,4,0,5,1,1,0.54,0.5152,0.94,0.1343
13,2,0,6,5,0,5,1,1,0.54,0.5152,1,0
97,2,0,6,6,0,5,1,1,0.56,0.5303,0.94,0
250,2,0,6,7,0,5,1,1,0.6,0.5606,0.83,0
454,2,0,6,8,0,5,1,2,0.6,0.5606,0.83,0
224,2,0,6,9,0,5,1,1,0.7,0.6515,0.58,0.194
170,2,0,6,10,0,5,1,1,0.7,0.6515,0.58,0.194
181,2,0,6,11,0,5,1,1,0.68,0.6364,0.69,0.2537
243,2,0,6,12,0,5,1,1,0.7,0.6515,0.65,0.2537
204,2,0,6,13,0,5,1,1,0.74,0.6818,0.62,0.2836
215,2,0,6,14,0,5,1,1,0.76,0.697,0.52,0.194
243,2,0,6,15,0,5,1,1,0.78,0.697,0.43,0.2239
355,2,0,6,16,0,5,1,1,0.76,0.6818,0.45,0.1642
552,2,0,6,17,0,5,1,3,0.76,0.6818,0.4,0.194
450,2,0,6,18,0,5,1,3,0.76,0.6818,0.4,0.194
328,2,0,6,19,0,5,1,3,0.64,0.5758,0.83,0.2537
232,2,0,6,20,0,5,1,1,0.64,0.5909,0.78,0.1045
208,2,0,6,21,0,5,1,1,0.64,0.5909,0.78,0.0896
